
16时00分18秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时21分48秒     0       329         -    0.00    0.40    0.00    0.00    0.40     2  bopt
16时21分48秒     0         -       329    0.00    0.40    0.00    0.00    0.40     2  |__bopt
16时21分48秒     0       358         -    0.00    0.20    0.00    0.00    0.20     0  kworker/0:1H
16时21分48秒     0         -       358    0.00    0.20    0.00    0.00    0.20     0  |__kworker/0:1H
16时21分48秒     0       615         -    2.40    2.60    0.00    0.00    5.00     2  resnet50
16时21分48秒     0         -       701    2.40    2.60    0.00    0.00    5.00     0  |__resnet50-1
16时21分48秒     0       636         -    0.00    0.20    0.00    0.00    0.20     0  statusd
16时21分48秒     0         -       636    0.00    0.20    0.00    0.00    0.20     0  |__statusd
16时21分48秒     0       691         -    3.80    3.60    0.00    0.00    7.40     2  cnn
16时21分48秒     0         -       691    0.00    0.20    0.00    0.00    0.20     2  |__cnn
16时21分48秒     0         -       692    0.20    0.00    0.00    0.00    0.20     2  |__glog
16时21分48秒     0         -       693    0.40    0.00    0.00    0.00    0.40     0  |__cnn
16时21分48秒     0         -       694    0.40    0.60    0.00    0.00    1.00     0  |__cnn
16时21分48秒     0         -       705    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时21分48秒     0         -       706    0.40    0.20    0.00    0.00    0.60     0  |__cnn
16时21分48秒     0         -       707    1.00    1.00    0.00    0.00    2.00     0  |__cnn
16时21分48秒     0         -       708    0.60    0.60    0.00    0.00    1.20     0  |__cnn
16时21分48秒     0         -       856    0.40    0.20    0.00    0.00    0.60     0  |__cnn
16时21分48秒     0         -       857    0.20    1.00    0.00    0.00    1.20     0  |__cnn-1
16时21分48秒     0       719         -  150.40    6.40    0.00    0.00  156.80     2  rnn
16时21分48秒     0         -       731    0.60    1.20    0.00    0.00    1.80     3  |__glog
16时21分48秒     0         -       732    0.20    0.00    0.00    0.00    0.20     0  |__fast-rnn
16时21分48秒     0         -       733   10.20    1.00    0.00    0.00   11.20     0  |__cnn-1
16时21分48秒     0         -       737    6.80    0.00    0.00    0.00    6.80     1  |__mc
16时21分48秒     0         -       738    2.20    0.40    0.00    0.00    2.60     3  |__fast-rnn
16时21分48秒     0         -       739    7.20    0.40    0.00    0.00    7.60     3  |__fast-rnn
16时21分48秒     0         -       740    4.00    0.00    0.00    0.00    4.00     3  |__fast-rnn
16时21分48秒     0         -       741    0.00    0.20    0.00    0.00    0.20     3  |__fast-rnn
16时21分48秒     0         -       742    0.00    0.20    0.00    0.00    0.20     3  |__fast-rnn
16时21分48秒     0         -       743   12.20    0.00    0.00    0.00   12.20     3  |__fast-rnn
16时21分48秒     0         -       744   12.20    0.40    0.00    0.00   12.60     3  |__fast-rnn
16时21分48秒     0         -       745    6.00    0.20    0.00    0.00    6.20     3  |__fast-rnn
16时21分48秒     0         -       746    7.00    1.00    0.00    0.00    8.00     3  |__fast-rnn
16时21分48秒     0         -       747    3.60    0.20    0.00    0.00    3.80     3  |__fast-rnn
16时21分48秒     0         -       748    0.20    0.00    0.00    0.00    0.20     3  |__fast-rnn
16时21分48秒     0         -       749   47.60    0.00    0.00    0.00   47.60     1  |__rnn
16时21分48秒     0         -       750    0.60    0.00    0.00    0.00    0.60     1  |__rnn
16时21分48秒     0         -       752    1.20    0.20    0.00    0.00    1.40     2  |__rnn
16时21分48秒     0         -       753    0.20    0.20    0.00    0.00    0.40     2  |__rnn
16时21分48秒     0         -       754    1.00    0.20    0.00    0.00    1.20     2  |__rnn
16时21分48秒     0         -       760   25.00    0.20    0.00    0.00   25.20     2  |__rnn
16时21分48秒     0         -       761    1.80    0.20    0.00    0.00    2.00     0  |__rnn
16时21分48秒     0         -       805    0.20    0.20    0.00    0.00    0.40     2  |__rnn
16时21分48秒     0       759         -    0.40    1.00    0.00    0.00    1.40     0  bm
16时21分48秒     0         -       766    0.40    0.80    0.00    0.00    1.20     0  |__cnn-1
16时21分48秒     0         -       773    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时21分48秒     0       788         -    0.20    1.40    0.00    0.00    1.60     0  rbm
16时21分48秒     0         -       791    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时21分48秒     0         -       797    0.20    0.00    0.00    0.00    0.20     0  |__rbm
16时21分48秒     0         -       801    0.00    0.40    0.00    0.00    0.40     0  |__sae
16时21分48秒     0       840         -    1.40    1.20    0.00    0.00    2.60     0  dae
16时21分48秒     0         -       845    0.00    0.20    0.00    0.00    0.20     0  |__echw
16时21分48秒     0         -       849    1.40    1.00    0.00    0.00    2.40     0  |__cnn-1
16时21分48秒     0       855         -    4.80    2.00    0.00    0.00    6.80     0  dbn
16时21分48秒     0         -       867    0.00    0.20    0.00    0.00    0.20     0  |__chk
16时21分48秒     0         -       883    0.40    0.20    0.00    0.00    0.60     0  |__dn
16时21分48秒     0         -       892    2.20    0.20    0.00    0.00    2.40     0  |__aac_encode
16时21分48秒     0         -       893    0.60    0.40    0.00    0.00    1.00     0  |__pcm
16时21分48秒     0         -       895    1.40    1.00    0.00    0.00    2.40     0  |__cnn-1
16时21分48秒     0         -      5306    0.00    0.20    0.00    0.00    0.20     0  |__ntm
16时21分48秒     0       914         -    0.40    0.60    0.00    0.00    1.00     0  birnn
16时21分48秒     0         -       921    0.00    0.40    0.00    0.00    0.40     0  |__echw
16时21分48秒     0         -       922    0.20    0.00    0.00    0.00    0.20     0  |__esn
16时21分48秒     0         -       923    0.20    0.20    0.00    0.00    0.40     0  |__elm
16时21分48秒     0      2371         -    0.60    1.20    0.00    0.00    1.80     0  pidstat
16时21分48秒     0         -      2371    0.60    1.20    0.00    0.00    1.80     0  |__pidstat
16时21分48秒     0      4405         -    2.60    0.60    0.00    0.00    3.20     0  svm
16时21分48秒     0         -      4413    0.20    0.40    0.00    0.00    0.60     0  |__upload_info
16时21分48秒     0         -      4420    2.40    0.20    0.00    0.00    2.60     0  |__lsm
16时21分48秒     0      5863         -    0.00    0.20    0.00    0.00    0.20     3  kworker/u8:1
16时21分48秒     0         -      5863    0.00    0.20    0.00    0.00    0.20     3  |__kworker/u8:1

16时21分48秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时21分53秒     0         7         -    0.00    0.20    0.00    0.00    0.20     0  ksoftirqd/0
16时21分53秒     0         -         7    0.00    0.20    0.00    0.00    0.20     0  |__ksoftirqd/0
16时21分53秒     0         8         -    0.00    0.20    0.00    0.00    0.20     2  rcu_preempt
16时21分53秒     0         -         8    0.00    0.20    0.00    0.00    0.20     2  |__rcu_preempt
16时21分53秒     0        30         -    0.00    0.20    0.00    0.00    0.20     0  kworker/0:1
16时21分53秒     0         -        30    0.00    0.20    0.00    0.00    0.20     0  |__kworker/0:1
16时21分53秒     0       112         -    0.00    0.20    0.00    0.00    0.20     2  kworker/2:2
16时21分53秒     0         -       112    0.00    0.20    0.00    0.00    0.20     2  |__kworker/2:2
16时21分53秒     0       114         -    0.00    0.40    0.00    0.00    0.40     2  mmcqd/0
16时21分53秒     0         -       114    0.00    0.40    0.00    0.00    0.40     2  |__mmcqd/0
16时21分53秒     0       329         -    0.00    0.20    0.00    0.00    0.20     3  bopt
16时21分53秒     0         -       329    0.00    0.20    0.00    0.00    0.20     3  |__bopt
16时21分53秒     0       465         -    0.00    0.20    0.00    0.00    0.20     2  jbd2/mmcblk0p10
16时21分53秒     0         -       465    0.00    0.20    0.00    0.00    0.20     2  |__jbd2/mmcblk0p10
16时21分53秒     0       615         -    2.60    2.60    0.00    0.00    5.20     1  resnet50
16时21分53秒     0         -       701    2.60    2.60    0.00    0.00    5.20     3  |__resnet50-1
16时21分53秒     0       636         -    0.20    0.20    0.00    0.00    0.40     0  statusd
16时21分53秒     0         -       636    0.20    0.20    0.00    0.00    0.40     0  |__statusd
16时21分53秒     0       684         -    0.00    0.20    0.00    0.00    0.20     2  rss
16时21分53秒     0       691         -    3.80    3.80    0.00    0.00    7.60     2  cnn
16时21分53秒     0         -       693    0.00    0.20    0.00    0.00    0.20     0  |__cnn
16时21分53秒     0         -       694    0.20    0.40    0.00    0.00    0.60     0  |__cnn
16时21分53秒     0         -       705    0.60    0.40    0.00    0.00    1.00     0  |__cnn
16时21分53秒     0         -       706    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时21分53秒     0         -       707    1.00    0.80    0.00    0.00    1.80     0  |__cnn
16时21分53秒     0         -       708    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时21分53秒     0         -       856    0.40    0.00    0.00    0.00    0.40     0  |__cnn
16时21分53秒     0         -       857    0.20    0.80    0.00    0.00    1.00     1  |__cnn-1
16时21分53秒     0       719         -  156.60    6.20    0.00    0.00  162.80     2  rnn
16时21分53秒     0         -       731    0.40    1.60    0.00    0.00    2.00     3  |__glog
16时21分53秒     0         -       732    0.20    0.20    0.00    0.00    0.40     0  |__fast-rnn
16时21分53秒     0         -       733   10.60    1.00    0.00    0.00   11.60     1  |__cnn-1
16时21分53秒     0         -       735    0.20    0.00    0.00    0.00    0.20     0  |__rbf
16时21分53秒     0         -       737    6.60    0.20    0.00    0.00    6.80     1  |__mc
16时21分53秒     0         -       738    2.40    0.40    0.00    0.00    2.80     3  |__fast-rnn
16时21分53秒     0         -       739    7.20    0.00    0.00    0.00    7.20     3  |__fast-rnn
16时21分53秒     0         -       740    4.20    0.20    0.00    0.00    4.40     3  |__fast-rnn
16时21分53秒     0         -       741    0.20    0.00    0.00    0.00    0.20     3  |__fast-rnn
16时21分53秒     0         -       743   15.60    0.40    0.00    0.00   16.00     3  |__fast-rnn
16时21分53秒     0         -       744   11.60    0.20    0.00    0.00   11.80     3  |__fast-rnn
16时21分53秒     0         -       745    6.80    0.20    0.00    0.00    7.00     3  |__fast-rnn
16时21分53秒     0         -       746    8.80    1.00    0.00    0.00    9.80     3  |__fast-rnn
16时21分53秒     0         -       747    3.60    0.00    0.00    0.00    3.60     3  |__fast-rnn
16时21分53秒     0         -       748    0.20    0.00    0.00    0.00    0.20     3  |__fast-rnn
16时21分53秒     0         -       749   52.00    0.20    0.00    0.00   52.20     1  |__rnn
16时21分53秒     0         -       750    0.20    0.00    0.00    0.00    0.20     1  |__rnn
16时21分53秒     0         -       752    1.20    0.00    0.00    0.00    1.20     2  |__rnn
16时21分53秒     0         -       753    0.00    0.40    0.00    0.00    0.40     2  |__rnn
16时21分53秒     0         -       754    0.80    0.00    0.00    0.00    0.80     2  |__rnn
16时21分53秒     0         -       760   21.20    0.20    0.00    0.00   21.40     2  |__rnn
16时21分53秒     0         -       761    2.00    0.00    0.00    0.00    2.00     0  |__rnn
16时21分53秒     0         -       805    0.60    0.00    0.00    0.00    0.60     2  |__rnn
16时21分53秒     0       759         -    0.60    1.00    0.00    0.00    1.60     0  bm
16时21分53秒     0         -       766    0.00    0.80    0.00    0.00    0.80     0  |__cnn-1
16时21分53秒     0         -       772    0.00    0.20    0.00    0.00    0.20     0  |__bm
16时21分53秒     0       788         -    0.20    1.40    0.00    0.00    1.60     0  rbm
16时21分53秒     0         -       791    0.00    1.00    0.00    0.00    1.00     0  |__cnn-1
16时21分53秒     0         -       801    0.00    0.40    0.00    0.00    0.40     0  |__sae
16时21分53秒     0       840         -    1.60    0.60    0.00    0.00    2.20     0  dae
16时21分53秒     0         -       849    1.80    0.60    0.00    0.00    2.40     0  |__cnn-1
16时21分53秒     0       855         -    6.60    3.00    0.00    0.00    9.60     0  dbn
16时21分53秒     0         -       867    0.00    0.20    0.00    0.00    0.20     0  |__chk
16时21分53秒     0         -       871    0.20    0.00    0.00    0.00    0.20     0  |__show_me_money
16时21分53秒     0         -       883    0.40    0.20    0.00    0.00    0.60     0  |__dn
16时21分53秒     0         -       892    2.20    0.20    0.00    0.00    2.40     0  |__aac_encode
16时21分53秒     0         -       893    1.00    0.20    0.00    0.00    1.20     0  |__pcm
16时21分53秒     0         -       895    1.40    1.00    0.00    0.00    2.40     0  |__cnn-1
16时21分53秒     0         -       896    0.20    0.00    0.00    0.00    0.20     0  |__lstm
16时21分53秒     0         -       897    1.20    0.20    0.00    0.00    1.40     0  |__gru
16时21分53秒     0         -       904    0.00    0.60    0.00    0.00    0.60     0  |__dbn
16时21分53秒     0         -      5306    0.00    0.20    0.00    0.00    0.20     0  |__ntm
16时21分53秒     0       914         -    0.60    0.40    0.00    0.00    1.00     0  birnn
16时21分53秒     0         -       921    0.00    0.20    0.00    0.00    0.20     0  |__echw
16时21分53秒     0         -       922    0.20    0.20    0.00    0.00    0.40     0  |__esn
16时21分53秒     0         -       923    0.20    0.00    0.00    0.00    0.20     0  |__elm
16时21分53秒     0         -       936    0.20    0.00    0.00    0.00    0.20     0  |__lsm
16时21分53秒     0      2151         -    0.00    0.20    0.00    0.00    0.20     2  kworker/u8:2
16时21分53秒     0         -      2151    0.00    0.20    0.00    0.00    0.20     2  |__kworker/u8:2
16时21分53秒     0      2371         -    0.40    1.20    0.00    0.00    1.60     2  pidstat
16时21分53秒     0         -      2371    0.40    1.20    0.00    0.00    1.60     2  |__pidstat
16时21分53秒     0      2403         -    0.00    0.20    0.00    0.00    0.20     3  top
16时21分53秒     0         -      2403    0.00    0.20    0.00    0.00    0.20     3  |__top
16时21分53秒     0      4405         -    5.20    1.20    0.00    0.00    6.40     0  svm
16时21分53秒     0         -      4413    1.20    0.60    0.00    0.00    1.80     0  |__upload_info
16时21分53秒     0         -      4420    2.60    0.60    0.00    0.00    3.20     0  |__lsm
16时21分53秒     0      5863         -    0.00    0.20    0.00    0.00    0.20     3  kworker/u8:1
16时21分53秒     0         -      5863    0.00    0.20    0.00    0.00    0.20     3  |__kworker/u8:1

16时21分53秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时21分58秒     0         5         -    0.00    0.20    0.00    0.00    0.20     3  kworker/u8:0
16时21分58秒     0         -         5    0.00    0.20    0.00    0.00    0.20     3  |__kworker/u8:0
16时21分58秒     0         8         -    0.00    0.40    0.00    0.00    0.40     3  rcu_preempt
16时21分58秒     0         -         8    0.00    0.20    0.00    0.00    0.20     3  |__rcu_preempt
16时21分58秒     0         9         9    0.00    0.20    0.00    0.00    0.20     2  (rcu_sched)__rcu_sched
16时21分58秒     0        30         -    0.00    0.40    0.00    0.00    0.40     0  kworker/0:1
16时21分58秒     0         -        30    0.00    0.40    0.00    0.00    0.40     0  |__kworker/0:1
16时21分58秒     0       329         -    0.00    0.20    0.00    0.00    0.20     3  bopt
16时21分58秒     0         -       329    0.00    0.20    0.00    0.00    0.20     3  |__bopt
16时21分58秒     0       615         -    2.80    2.60    0.00    0.00    5.40     3  resnet50
16时21分58秒     0         -       701    2.80    2.40    0.00    0.00    5.20     3  |__resnet50-1
16时21分58秒     0       636       636    0.00    0.20    0.00    0.00    0.20     2  (statusd)__statusd
16时21分58秒     0       691         -    3.80    3.80    0.00    0.00    7.60     2  cnn
16时21分58秒     0         -       691    0.00    0.20    0.00    0.00    0.20     2  |__cnn
16时21分58秒     0         -       692    0.00    0.20    0.00    0.00    0.20     0  |__glog
16时21分58秒     0         -       693    0.40    0.00    0.00    0.00    0.40     0  |__cnn
16时21分58秒     0         -       694    0.20    0.60    0.00    0.00    0.80     0  |__cnn
16时21分58秒     0         -       705    0.60    0.40    0.00    0.00    1.00     0  |__cnn
16时21分58秒     0         -       706    0.40    0.20    0.00    0.00    0.60     0  |__cnn
16时21分58秒     0         -       707    1.00    1.00    0.00    0.00    2.00     0  |__cnn
16时21分58秒     0         -       708    0.60    0.60    0.00    0.00    1.20     0  |__cnn
16时21分58秒     0         -       856    0.60    0.20    0.00    0.00    0.80     0  |__cnn
16时21分58秒     0         -       857    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时21分58秒     0         -       865    0.20    0.00    0.00    0.00    0.20     2  |__cnn
16时21分58秒     0       700       700    0.00    0.20    0.00    0.00    0.20     0  (vin_update_sht_)__vin_update_sht_
16时21分58秒     0       719         -  153.40    7.00    0.00    0.00  160.40     2  rnn
16时21分58秒     0         -       731    0.60    1.40    0.00    0.00    2.00     2  |__glog
16时21分58秒     0         -       732    0.20    0.00    0.00    0.00    0.20     0  |__fast-rnn
16时21分58秒     0         -       733   10.00    1.20    0.00    0.00   11.20     0  |__cnn-1
16时21分58秒     0         -       737    6.60    0.20    0.00    0.00    6.80     1  |__mc
16时21分58秒     0         -       738    2.40    0.40    0.00    0.00    2.80     3  |__fast-rnn
16时21分58秒     0         -       739    6.80    0.40    0.00    0.00    7.20     3  |__fast-rnn
16时21分58秒     0         -       740    4.20    0.20    0.00    0.00    4.40     3  |__fast-rnn
16时21分58秒     0         -       741    0.00    0.20    0.00    0.00    0.20     3  |__fast-rnn
16时21分58秒     0         -       743   15.00    0.20    0.00    0.00   15.20     3  |__fast-rnn
16时21分58秒     0         -       744   11.80    0.40    0.00    0.00   12.20     3  |__fast-rnn
16时21分58秒     0         -       745    7.80    0.00    0.00    0.00    7.80     3  |__fast-rnn
16时21分58秒     0         -       746    8.60    0.80    0.00    0.00    9.40     3  |__fast-rnn
16时21分58秒     0         -       747    3.40    0.20    0.00    0.00    3.60     3  |__fast-rnn
16时21分58秒     0         -       748    0.00    0.20    0.00    0.00    0.20     3  |__fast-rnn
16时21分58秒     0         -       749   52.00    0.00    0.00    0.00   52.00     1  |__rnn
16时21分58秒     0         -       750    0.40    0.00    0.00    0.00    0.40     1  |__rnn
16时21分58秒     0         -       752    1.20    0.20    0.00    0.00    1.40     2  |__rnn
16时21分58秒     0         -       753    0.20    0.20    0.00    0.00    0.40     2  |__rnn
16时21分58秒     0         -       754    1.00    0.00    0.00    0.00    1.00     2  |__rnn
16时21分58秒     0         -       760   19.00    0.20    0.00    0.00   19.20     2  |__rnn
16时21分58秒     0         -       761    2.00    0.20    0.00    0.00    2.20     0  |__rnn
16时21分58秒     0         -       805    0.20    0.20    0.00    0.00    0.40     2  |__rnn
16时21分58秒     0         -       807    0.00    0.20    0.00    0.00    0.20     0  |__rbf
16时21分58秒     0       759         -    0.40    0.80    0.00    0.00    1.20     0  bm
16时21分58秒     0         -       766    0.40    0.80    0.00    0.00    1.20     0  |__cnn-1
16时21分58秒     0         -       830    0.20    0.00    0.00    0.00    0.20     0  |__show_me_money
16时21分58秒     0       788         -    0.20    1.40    0.00    0.00    1.60     0  rbm
16时21分58秒     0         -       791    0.20    1.00    0.00    0.00    1.20     0  |__cnn-1
16时21分58秒     0         -       801    0.20    0.40    0.00    0.00    0.60     0  |__sae
16时21分58秒     0       840         -    1.60    0.80    0.00    0.00    2.40     0  dae
16时21分58秒     0         -       849    1.40    0.80    0.00    0.00    2.20     0  |__cnn-1
16时21分58秒     0       855         -    5.40    2.40    0.00    0.00    7.80     0  dbn
16时21分58秒     0         -       867    0.20    0.00    0.00    0.00    0.20     0  |__chk
16时21分58秒     0         -       883    0.40    0.20    0.00    0.00    0.60     0  |__dn
16时21分58秒     0         -       888    0.00    0.20    0.00    0.00    0.20     0  |__dcign
16时21分58秒     0         -       892    2.20    0.20    0.00    0.00    2.40     0  |__aac_encode
16时21分58秒     0         -       893    0.80    0.20    0.00    0.00    1.00     0  |__pcm
16时21分58秒     0         -       895    1.20    1.00    0.00    0.00    2.20     0  |__cnn-1
16时21分58秒     0         -       897    0.40    0.40    0.00    0.00    0.80     0  |__gru
16时21分58秒     0         -      5306    0.00    0.20    0.00    0.00    0.20     0  |__ntm
16时21分58秒     0       914         -    0.40    0.60    0.00    0.00    1.00     0  birnn
16时21分58秒     0         -       921    0.00    0.40    0.00    0.00    0.40     0  |__echw
16时21分58秒     0         -       922    0.20    0.20    0.00    0.00    0.40     0  |__esn
16时21分58秒     0         -       923    0.20    0.20    0.00    0.00    0.40     0  |__elm
16时21分58秒     0         -       927    0.20    0.00    0.00    0.00    0.20     0  |__show_me_money
16时21分58秒     0      2371         -    0.80    1.20    0.00    0.00    2.00     2  pidstat
16时21分58秒     0         -      2371    0.80    1.20    0.00    0.00    2.00     2  |__pidstat
16时21分58秒     0      2403         -    0.20    0.20    0.00    0.00    0.40     3  top
16时21分58秒     0         -      2403    0.20    0.20    0.00    0.00    0.40     3  |__top
16时21分58秒     0      4405         -    4.80    0.80    0.00    0.00    5.60     0  svm
16时21分58秒     0         -      4413    1.20    0.20    0.00    0.00    1.40     0  |__upload_info
16时21分58秒     0         -      4417    0.20    0.00    0.00    0.00    0.20     0  |__show_me_money
16时21分58秒     0         -      4420    2.60    0.40    0.00    0.00    3.00     0  |__lsm
16时21分58秒     0      5863         -    0.00    0.20    0.00    0.00    0.20     3  kworker/u8:1
16时21分58秒     0         -      5863    0.00    0.20    0.00    0.00    0.20     3  |__kworker/u8:1

16时21分58秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时22分03秒     0         5         -    0.00    1.00    0.00    0.00    1.00     2  kworker/u8:0
16时22分03秒     0         -         5    0.00    1.00    0.00    0.00    1.00     2  |__kworker/u8:0
16时22分03秒     0         7         -    0.00    0.20    0.00    0.00    0.20     0  ksoftirqd/0
16时22分03秒     0         -         7    0.00    0.20    0.00    0.00    0.20     0  |__ksoftirqd/0
16时22分03秒     0         8         -    0.00    0.20    0.00    0.00    0.20     0  rcu_preempt
16时22分03秒     0         -         8    0.00    0.20    0.00    0.00    0.20     0  |__rcu_preempt
16时22分03秒     0         9         -    0.00    0.20    0.00    0.00    0.20     2  rcu_sched
16时22分03秒     0        20         -    0.00    0.20    0.00    0.00    0.20     2  ksoftirqd/2
16时22分03秒     0         -        20    0.00    0.20    0.00    0.00    0.20     2  |__ksoftirqd/2
16时22分03秒     0        30         -    0.00    0.20    0.00    0.00    0.20     0  kworker/0:1
16时22分03秒     0         -        30    0.00    0.20    0.00    0.00    0.20     0  |__kworker/0:1
16时22分03秒     0        78         -    0.00    1.00    0.00    0.00    1.00     3  kswapd0
16时22分03秒     0         -        78    0.00    1.00    0.00    0.00    1.00     3  |__kswapd0
16时22分03秒     0       112         -    0.00    0.20    0.00    0.00    0.20     2  kworker/2:2
16时22分03秒     0         -       112    0.00    0.20    0.00    0.00    0.20     2  |__kworker/2:2
16时22分03秒     0       114         -    0.00    0.20    0.00    0.00    0.20     2  mmcqd/0
16时22分03秒     0         -       114    0.00    0.20    0.00    0.00    0.20     2  |__mmcqd/0
16时22分03秒     0       121         -    0.00    0.40    0.00    0.00    0.40     3  mmcqd/1
16时22分03秒     0         -       121    0.00    0.40    0.00    0.00    0.40     3  |__mmcqd/1
16时22分03秒     0       329         -    0.00    0.20    0.00    0.00    0.20     3  bopt
16时22分03秒     0         -       329    0.00    0.20    0.00    0.00    0.20     3  |__bopt
16时22分03秒     0       615         -    2.40    2.60    0.00    0.00    5.00     2  resnet50
16时22分03秒     0         -       615    0.00    0.20    0.00    0.00    0.20     2  |__resnet50
16时22分03秒     0         -       701    2.40    2.60    0.00    0.00    5.00     2  |__resnet50-1
16时22分03秒     0       630         -    0.00    0.20    0.00    0.00    0.20     2  Meg-acm.sh
16时22分03秒     0         -       630    0.00    0.20    0.00    0.00    0.20     2  |__Meg-acm.sh
16时22分03秒     0       636         -    0.00    0.20    0.00    0.00    0.20     2  statusd
16时22分03秒     0         -       636    0.20    0.00    0.00    0.00    0.20     2  |__statusd
16时22分03秒     0       691         -    3.60    3.80    0.00    0.00    7.40     3  cnn
16时22分03秒     0         -       693    0.00    0.20    0.00    0.00    0.20     0  |__cnn
16时22分03秒     0         -       694    0.20    0.40    0.00    0.00    0.60     0  |__cnn
16时22分03秒     0         -       705    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时22分03秒     0         -       706    0.20    0.40    0.00    0.00    0.60     0  |__cnn
16时22分03秒     0         -       707    1.00    1.00    0.00    0.00    2.00     0  |__cnn
16时22分03秒     0         -       708    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时22分03秒     0         -       856    0.40    0.00    0.00    0.00    0.40     0  |__cnn
16时22分03秒     0         -       857    0.00    1.00    0.00    0.00    1.00     1  |__cnn-1
16时22分03秒     0       719         -  154.20    6.80    0.00    0.00  161.00     2  rnn
16时22分03秒     0         -       719    0.00    0.20    0.00    0.00    0.20     2  |__rnn
16时22分03秒     0         -       731    0.40    1.60    0.00    0.00    2.00     2  |__glog
16时22分03秒     0         -       732    0.40    0.00    0.00    0.00    0.40     0  |__fast-rnn
16时22分03秒     0         -       733   10.40    1.00    0.00    0.00   11.40     0  |__cnn-1
16时22分03秒     0         -       737    6.40    0.20    0.00    0.00    6.60     1  |__mc
16时22分03秒     0         -       738    2.60    0.40    0.00    0.00    3.00     3  |__fast-rnn
16时22分03秒     0         -       739    7.20    0.20    0.00    0.00    7.40     3  |__fast-rnn
16时22分03秒     0         -       740    4.20    0.00    0.00    0.00    4.20     3  |__fast-rnn
16时22分03秒     0         -       742    0.20    0.00    0.00    0.00    0.20     3  |__fast-rnn
16时22分03秒     0         -       743   13.40    0.20    0.00    0.00   13.60     3  |__fast-rnn
16时22分03秒     0         -       744   10.00    0.40    0.00    0.00   10.40     3  |__fast-rnn
16时22分03秒     0         -       745    8.40    0.20    0.00    0.00    8.60     3  |__fast-rnn
16时22分03秒     0         -       746    7.80    1.00    0.00    0.00    8.80     3  |__fast-rnn
16时22分03秒     0         -       747    3.60    0.40    0.00    0.00    4.00     3  |__fast-rnn
16时22分03秒     0         -       749   48.00    0.20    0.00    0.00   48.20     1  |__rnn
16时22分03秒     0         -       750    0.20    0.00    0.00    0.00    0.20     1  |__rnn
16时22分03秒     0         -       752    1.00    0.20    0.00    0.00    1.20     2  |__rnn
16时22分03秒     0         -       753    0.20    0.40    0.00    0.00    0.60     2  |__rnn
16时22分03秒     0         -       754    0.80    0.20    0.00    0.00    1.00     2  |__rnn
16时22分03秒     0         -       760   26.20    0.20    0.00    0.00   26.40     2  |__rnn
16时22分03秒     0         -       761    2.20    0.20    0.00    0.00    2.40     0  |__rnn
16时22分03秒     0         -       805    0.40    0.00    0.00    0.00    0.40     2  |__rnn
16时22分03秒     0         -       811    0.00    0.20    0.00    0.00    0.20     0  |__rbf
16时22分03秒     0       759         -    0.40    1.20    0.00    0.00    1.60     0  bm
16时22分03秒     0         -       766    0.00    1.00    0.00    0.00    1.00     0  |__cnn-1
16时22分03秒     0         -       768    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时22分03秒     0         -       771    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时22分03秒     0         -       773    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时22分03秒     0       788         -    0.20    1.40    0.00    0.00    1.60     0  rbm
16时22分03秒     0         -       791    0.20    1.00    0.00    0.00    1.20     0  |__cnn-1
16时22分03秒     0         -       797    0.00    0.20    0.00    0.00    0.20     0  |__rbm
16时22分03秒     0         -       801    0.00    0.40    0.00    0.00    0.40     0  |__sae
16时22分03秒     0       840         -    1.40    1.00    0.00    0.00    2.40     0  dae
16时22分03秒     0         -       845    0.00    0.20    0.00    0.00    0.20     0  |__echw
16时22分03秒     0         -       849    1.40    0.80    0.00    0.00    2.20     0  |__cnn-1
16时22分03秒     0       855         -    5.20    1.60    0.00    0.00    6.80     0  dbn
16时22分03秒     0         -       867    0.00    0.20    0.00    0.00    0.20     0  |__chk
16时22分03秒     0         -       883    0.60    0.00    0.00    0.00    0.60     0  |__dn
16时22分03秒     0         -       892    2.40    0.00    0.00    0.00    2.40     0  |__aac_encode
16时22分03秒     0         -       893    1.00    0.20    0.00    0.00    1.20     0  |__pcm
16时22分03秒     0         -       895    1.60    0.80    0.00    0.00    2.40     0  |__cnn-1
16时22分03秒     0         -       908    0.20    0.00    0.00    0.00    0.20     0  |__dbn
16时22分03秒     0         -      5306    0.00    0.20    0.00    0.00    0.20     0  |__ntm
16时22分03秒     0       914         -    1.60    5.20    0.00    0.00    6.80     0  birnn
