16时00分16秒,cpu,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%idle
16时15分16秒,all,42.72,0.00,5.75,3.00,0.00,0.31,0.00,0.00,48.22
16时15分16秒,0,21.80,0.00,12.16,0.00,0.00,1.26,0.00,0.00,64.78
16时15分16秒,1,50.60,0.00,0.80,0.00,0.00,0.00,0.00,0.00,48.59
16时15分16秒,2,33.20,0.00,6.11,11.81,0.00,0.00,0.00,0.00,48.88
16时15分16秒,3,64.06,0.00,4.42,0.00,0.00,0.00,0.00,0.00,31.53
16时15分21秒,all,41.71,0.00,5.76,0.00,0.00,0.36,0.00,0.00,52.17
16时15分21秒,0,21.01,0.00,12.39,0.00,0.00,1.47,0.00,0.00,65.13
16时15分21秒,1,50.80,0.00,0.80,0.00,0.00,0.00,0.00,0.00,48.39
16时15分21秒,2,34.83,0.00,6.31,0.00,0.00,0.00,0.00,0.00,58.86
16时15分21秒,3,59.36,0.00,3.82,0.00,0.00,0.00,0.00,0.00,36.82
16时15分26秒,all,41.92,0.00,5.97,0.00,0.00,0.25,0.00,0.00,51.86
16时15分26秒,0,20.42,0.00,12.00,0.00,0.00,1.05,0.00,0.00,66.53
16时15分26秒,1,51.41,0.00,0.80,0.00,0.00,0.00,0.00,0.00,47.79
16时15分26秒,2,33.27,0.00,6.73,0.00,0.00,0.00,0.00,0.00,60.00
16时15分26秒,3,61.57,0.00,4.43,0.00,0.00,0.00,0.00,0.00,34.00
16时15分31秒,all,40.64,0.00,5.30,0.00,0.00,0.36,0.00,0.00,53.70
16时15分31秒,0,20.25,0.00,10.97,0.00,0.00,1.48,0.00,0.00,67.30
16时15分31秒,1,49.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,50.40
16时15分31秒,2,33.33,0.00,6.50,0.00,0.00,0.00,0.00,0.00,60.16
16时15分31秒,3,59.07,0.00,3.43,0.00,0.00,0.00,0.00,0.00,37.50
16时15分36秒,all,41.38,0.00,5.66,0.00,0.00,0.31,0.00,0.00,52.65
16时15分36秒,0,20.59,0.00,13.66,0.21,0.00,1.26,0.00,0.00,64.29
16时15分36秒,1,49.09,0.00,0.40,0.00,0.00,0.00,0.00,0.00,50.50
16时15分36秒,2,32.11,0.00,5.32,0.00,0.00,0.00,0.00,0.00,62.58
16时15分36秒,3,62.65,0.00,3.61,0.00,0.00,0.00,0.00,0.00,33.73
16时15分41秒,all,41.37,0.00,5.57,0.05,0.00,0.31,0.00,0.00,52.71
16时15分41秒,0,20.30,0.00,12.05,0.21,0.00,1.27,0.00,0.00,66.17
16时15分41秒,1,49.20,0.00,0.60,0.00,0.00,0.00,0.00,0.00,50.20
16时15分41秒,2,33.06,0.00,5.71,0.00,0.00,0.00,0.00,0.00,61.22
16时15分41秒,3,61.45,0.00,4.42,0.00,0.00,0.00,0.00,0.00,34.14
16时15分46秒,all,41.86,0.00,5.63,0.05,0.00,0.20,0.00,0.00,52.25
16时15分46秒,0,17.87,0.00,12.13,0.00,0.00,0.85,0.00,0.00,69.15
16时15分46秒,1,58.15,0.00,0.80,0.00,0.00,0.00,0.00,0.00,41.05
16时15分46秒,2,37.55,0.00,5.10,0.00,0.00,0.00,0.00,0.00,57.35
16时15分46秒,3,52.62,0.00,4.84,0.00,0.00,0.00,0.00,0.00,42.54
16时15分51秒,all,43.81,0.00,6.19,0.05,0.00,0.26,0.00,0.00,49.69
16时15分51秒,0,20.55,0.00,14.19,0.42,0.00,1.06,0.00,0.00,63.77
16时15分51秒,1,63.65,0.00,0.80,0.00,0.00,0.00,0.00,0.00,35.54
16时15分51秒,2,32.04,0.00,5.31,0.00,0.00,0.00,0.00,0.00,62.65
16时15分51秒,3,57.78,0.00,4.65,0.00,0.00,0.00,0.00,0.00,37.58
16时15分56秒,all,43.11,0.00,5.77,0.05,0.00,0.36,0.00,0.00,50.71
16时15分56秒,0,23.42,0.00,12.66,0.21,0.00,1.27,0.00,0.00,62.45
16时15分56秒,1,56.40,0.00,0.80,0.00,0.00,0.00,0.00,0.00,42.80
16时15分56秒,2,38.65,0.00,5.11,0.00,0.00,0.00,0.00,0.00,56.24
16时15分56秒,3,52.81,0.00,5.02,0.00,0.00,0.00,0.00,0.00,42.17
16时16分01秒,all,43.54,0.00,6.08,3.12,0.00,0.31,0.00,0.00,46.96
16时16分01秒,0,21.61,0.00,12.71,12.71,0.00,1.48,0.00,0.00,51.48
16时16分01秒,1,58.84,0.00,0.80,0.00,0.00,0.00,0.00,0.00,40.36
16时16分01秒,2,33.40,0.00,6.56,0.00,0.00,0.00,0.00,0.00,60.04
16时16分01秒,3,59.07,0.00,4.44,0.00,0.00,0.00,0.00,0.00,36.49
16时16分06秒,all,46.43,0.00,8.83,13.27,0.00,0.36,0.00,0.00,31.12
16时16分06秒,0,23.43,0.00,20.92,54.39,0.00,1.26,0.00,0.00,0.00
16时16分06秒,1,62.78,0.00,1.01,0.00,0.00,0.00,0.00,0.00,36.22
16时16分06秒,2,38.32,0.00,8.40,0.00,0.00,0.00,0.00,0.00,53.28
16时16分06秒,3,60.16,0.00,5.63,0.00,0.00,0.00,0.00,0.00,34.21
16时16分11秒,all,45.36,0.00,7.30,10.31,0.00,0.36,0.00,0.00,36.68
16时16分11秒,0,21.43,0.00,16.39,42.44,0.00,1.47,0.00,0.00,18.28
16时16分11秒,1,73.29,0.00,0.80,0.00,0.00,0.00,0.00,0.00,25.90
16时16分11秒,2,33.54,0.00,7.77,0.00,0.00,0.00,0.00,0.00,58.69
16时16分11秒,3,51.81,0.00,4.62,0.00,0.00,0.00,0.00,0.00,43.57
16时16分16秒,all,45.49,0.00,6.22,0.10,0.00,0.46,0.00,0.00,47.73
16时16分16秒,0,22.64,0.00,13.00,0.42,0.00,1.89,0.00,0.00,62.05
16时16分16秒,1,65.13,0.00,0.80,0.00,0.00,0.00,0.00,0.00,34.07
16时16分16秒,2,37.76,0.00,6.53,0.20,0.00,0.00,0.00,0.00,55.51
16时16分16秒,3,55.42,0.00,4.82,0.00,0.00,0.00,0.00,0.00,39.76
16时16分21秒,all,38.31,0.00,5.65,0.15,0.00,0.25,0.00,0.00,55.63
16时16分21秒,0,21.26,0.00,12.00,0.42,0.00,1.05,0.00,0.00,65.26
16时16分21秒,1,46.39,0.00,1.00,0.00,0.00,0.00,0.00,0.00,52.61
16时16分21秒,2,34.15,0.00,6.34,0.00,0.00,0.00,0.00,0.00,59.51
16时16分21秒,3,50.40,0.00,3.61,0.00,0.00,0.00,0.00,0.00,45.98
16时16分26秒,all,36.40,0.00,6.02,0.00,0.00,0.26,0.00,0.00,57.33
16时16分26秒,0,17.51,0.00,12.24,0.21,0.00,1.05,0.00,0.00,68.99
16时16分26秒,1,49.20,0.00,1.41,0.00,0.00,0.00,0.00,0.00,49.40
16时16分26秒,2,32.32,0.00,6.50,0.00,0.00,0.00,0.00,0.00,61.18
16时16分26秒,3,45.56,0.00,4.23,0.00,0.00,0.00,0.00,0.00,50.20
16时16分31秒,all,35.23,0.00,5.64,0.10,0.00,0.41,0.00,0.00,58.62
16时16分31秒,0,22.96,0.00,12.32,0.21,0.00,1.67,0.00,0.00,62.84
16时16分31秒,1,34.41,0.00,0.40,0.00,0.00,0.00,0.00,0.00,65.19
16时16分31秒,2,36.73,0.00,5.31,0.00,0.00,0.00,0.00,0.00,57.96
16时16分31秒,3,46.59,0.00,4.62,0.00,0.00,0.00,0.00,0.00,48.80
16时16分36秒,all,35.61,0.00,5.92,0.15,0.00,0.26,0.00,0.00,58.06
16时16分36秒,0,21.00,0.00,13.51,0.62,0.00,1.25,0.00,0.00,63.62
16时16分36秒,1,35.74,0.00,0.80,0.00,0.00,0.00,0.00,0.00,63.45
16时16分36秒,2,32.86,0.00,5.92,0.20,0.00,0.00,0.00,0.00,61.02
16时16分36秒,3,52.22,0.00,3.83,0.00,0.00,0.00,0.00,0.00,43.95
16时16分41秒,all,37.02,0.00,5.24,0.05,0.00,0.31,0.00,0.00,57.38
16时16分41秒,0,20.21,0.00,12.71,0.00,0.00,1.25,0.00,0.00,65.83
16时16分41秒,1,38.91,0.00,0.40,0.00,0.00,0.00,0.00,0.00,60.69
16时16分41秒,2,33.33,0.00,4.50,0.00,0.00,0.00,0.00,0.00,62.17
16时16分41秒,3,55.13,0.00,3.62,0.00,0.00,0.00,0.00,0.00,41.25
16时16分46秒,all,38.39,0.00,6.26,0.00,0.00,0.31,0.00,0.00,55.04
16时16分46秒,0,19.33,0.00,14.50,0.00,0.00,1.05,0.00,0.00,65.13
16时16分46秒,1,41.88,0.00,1.00,0.00,0.00,0.00,0.00,0.00,57.11
16时16分46秒,2,37.88,0.00,5.50,0.00,0.00,0.00,0.00,0.00,56.62
16时16分46秒,3,53.83,0.00,4.23,0.00,0.00,0.00,0.00,0.00,41.94
16时16分51秒,all,37.02,0.00,6.20,0.05,0.00,0.36,0.00,0.00,56.37
16时16分51秒,0,21.12,0.00,13.66,0.41,0.00,1.66,0.00,0.00,63.15
16时16分51秒,1,41.97,0.00,1.00,0.00,0.00,0.00,0.00,0.00,57.03
16时16分51秒,2,31.91,0.00,6.91,0.00,0.00,0.00,0.00,0.00,61.18
16时16分51秒,3,52.10,0.00,3.61,0.00,0.00,0.00,0.00,0.00,44.29
16时16分56秒,all,39.29,0.00,5.94,0.05,0.00,0.36,0.00,0.00,54.37
16时16分56秒,0,20.62,0.00,11.88,0.21,0.00,1.46,0.00,0.00,65.83
16时16分56秒,1,42.17,0.00,1.00,0.00,0.00,0.00,0.00,0.00,56.83
16时16分56秒,2,36.29,0.00,7.06,0.00,0.00,0.00,0.00,0.00,56.65
16时16分56秒,3,57.55,0.00,3.82,0.00,0.00,0.00,0.00,0.00,38.63
16时17分01秒,all,41.07,0.00,7.06,3.20,0.00,0.30,0.00,0.00,48.38
16时17分01秒,0,20.83,0.00,16.67,13.12,0.00,1.25,0.00,0.00,48.12
16时17分01秒,1,45.88,0.00,1.01,0.00,0.00,0.00,0.00,0.00,53.12
16时17分01秒,2,31.98,0.00,6.68,0.00,0.00,0.00,0.00,0.00,61.34
16时17分01秒,3,64.99,0.00,4.43,0.00,0.00,0.00,0.00,0.00,30.58
16时17分06秒,all,41.18,0.00,9.38,12.93,0.00,0.41,0.00,0.00,36.11
16时17分06秒,0,23.00,0.00,22.79,52.36,0.00,1.64,0.00,0.00,0.21
16时17分06秒,1,47.69,0.00,0.60,0.00,0.00,0.00,0.00,0.00,51.71
16时17分06秒,2,32.38,0.00,7.74,0.00,0.00,0.00,0.00,0.00,59.88
16时17分06秒,3,60.97,0.00,6.44,0.00,0.00,0.00,0.00,0.00,32.60
16时17分11秒,all,40.01,0.00,7.15,7.61,0.00,0.30,0.00,0.00,44.93
16时17分11秒,0,21.78,0.00,15.98,31.12,0.00,1.04,0.00,0.00,30.08
16时17分11秒,1,47.90,0.00,0.60,0.00,0.00,0.00,0.00,0.00,51.50
16时17分11秒,2,30.75,0.00,6.52,0.00,0.00,0.00,0.00,0.00,62.73
16时17分11秒,3,59.04,0.00,5.62,0.00,0.00,0.00,0.00,0.00,35.34
16时17分16秒,all,39.14,0.00,6.29,1.07,0.00,0.36,0.00,0.00,53.15
16时17分16秒,0,19.79,0.00,14.64,0.00,0.00,1.44,0.00,0.00,64.12
16时17分16秒,1,47.39,0.00,0.60,0.00,0.00,0.00,0.00,0.00,52.01
16时17分16秒,2,30.75,0.00,5.91,4.28,0.00,0.00,0.00,0.00,59.06
16时17分16秒,3,58.15,0.00,4.43,0.00,0.00,0.00,0.00,0.00,37.42
16时17分21秒,all,39.97,0.00,6.04,0.05,0.00,0.30,0.00,0.00,53.63
16时17分21秒,0,19.25,0.00,13.87,0.21,0.00,1.24,0.00,0.00,65.42
16时17分21秒,1,47.70,0.00,1.20,0.00,0.00,0.00,0.00,0.00,51.10
16时17分21秒,2,32.72,0.00,5.28,0.00,0.00,0.00,0.00,0.00,61.99
16时17分21秒,3,59.36,0.00,4.23,0.00,0.00,0.00,0.00,0.00,36.42
16时17分26秒,all,39.64,0.00,6.35,0.05,0.00,0.30,0.00,0.00,53.65
16时17分26秒,0,19.58,0.00,13.54,0.00,0.00,1.25,0.00,0.00,65.62
16时17分26秒,1,47.28,0.00,0.80,0.00,0.00,0.00,0.00,0.00,51.91
16时17分26秒,2,31.38,0.00,6.68,0.00,0.00,0.00,0.00,0.00,61.94
16时17分26秒,3,59.64,0.00,4.62,0.00,0.00,0.00,0.00,0.00,35.74
16时17分31秒,all,42.34,0.00,6.06,0.15,0.00,0.36,0.00,0.00,51.09
16时17分31秒,0,19.33,0.00,14.35,0.62,0.00,1.46,0.00,0.00,64.24
16时17分31秒,1,46.88,0.00,0.60,0.00,0.00,0.00,0.00,0.00,52.52
16时17分31秒,2,38.98,0.00,5.10,0.00,0.00,0.00,0.00,0.00,55.92
16时17分31秒,3,63.51,0.00,4.23,0.00,0.00,0.00,0.00,0.00,32.26
16时17分36秒,all,38.74,0.00,5.80,0.10,0.00,0.31,0.00,0.00,55.06
16时17分36秒,0,18.96,0.00,13.12,0.42,0.00,1.46,0.00,0.00,66.04
16时17分36秒,1,44.47,0.00,0.60,0.00,0.00,0.00,0.00,0.00,54.93
16时17分36秒,2,33.87,0.00,6.69,0.00,0.00,0.00,0.00,0.00,59.43
16时17分36秒,3,57.03,0.00,3.01,0.00,0.00,0.00,0.00,0.00,39.96
16时17分41秒,all,46.85,0.00,6.40,0.05,0.00,0.30,0.00,0.00,46.40
16时17分41秒,0,18.67,0.00,14.11,0.21,0.00,1.24,0.00,0.00,65.77
16时17分41秒,1,76.75,0.00,0.60,0.00,0.00,0.00,0.00,0.00,22.65
16时17分41秒,2,34.90,0.00,6.12,0.00,0.00,0.00,0.00,0.00,58.98
16时17分41秒,3,55.53,0.00,5.03,0.00,0.00,0.00,0.00,0.00,39.44
16时17分46秒,all,49.26,0.00,6.09,0.00,0.00,0.30,0.00,0.00,44.34
16时17分46秒,0,20.54,0.00,14.32,0.00,0.00,1.24,0.00,0.00,63.90
16时17分46秒,1,80.32,0.00,0.60,0.00,0.00,0.00,0.00,0.00,19.08
16时17分46秒,2,39.68,0.00,5.87,0.00,0.00,0.00,0.00,0.00,54.45
16时17分46秒,3,55.53,0.00,3.82,0.00,0.00,0.00,0.00,0.00,40.64
16时17分51秒,all,42.70,0.00,5.90,0.05,0.00,0.36,0.00,0.00,50.99
16时17分51秒,0,20.88,0.00,12.73,0.21,0.00,1.25,0.00,0.00,64.93
16时17分51秒,1,62.12,0.00,0.80,0.00,0.00,0.00,0.00,0.00,37.07
16时17分51秒,2,32.24,0.00,6.33,0.00,0.00,0.00,0.00,0.00,61.43
16时17分51秒,3,54.93,0.00,4.02,0.00,0.00,0.00,0.00,0.00,41.05
16时17分56秒,all,44.67,0.00,6.24,0.05,0.00,0.41,0.00,0.00,48.63
16时17分56秒,0,30.23,0.00,13.25,0.21,0.00,1.66,0.00,0.00,54.66
16时17分56秒,1,58.12,0.00,1.60,0.00,0.00,0.00,0.00,0.00,40.28
16时17分56秒,2,34.08,0.00,6.29,0.00,0.00,0.00,0.00,0.00,59.63
16时17分56秒,3,55.73,0.00,4.23,0.00,0.00,0.00,0.00,0.00,40.04
16时18分01秒,all,42.39,0.00,6.95,2.99,0.00,0.81,0.00,0.00,46.85
16时18分01秒,0,38.64,0.00,15.91,12.19,0.00,3.31,0.00,0.00,29.96
16时18分01秒,1,44.27,0.00,1.01,0.00,0.00,0.00,0.00,0.00,54.73
16时18分01秒,2,34.83,0.00,6.72,0.00,0.00,0.00,0.00,0.00,58.45
16时18分01秒,3,51.41,0.00,4.42,0.00,0.00,0.00,0.00,0.00,44.18
16时18分06秒,all,41.90,0.00,8.35,13.80,0.00,0.31,0.00,0.00,35.64
16时18分06秒,0,22.66,0.00,19.54,56.34,0.00,1.46,0.00,0.00,0.00
16时18分06秒,1,51.81,0.00,1.21,0.00,0.00,0.00,0.00,0.00,46.98
16时18分06秒,2,36.46,0.00,7.13,0.00,0.00,0.00,0.00,0.00,56.42
16时18分06秒,3,56.05,0.00,5.65,0.00,0.00,0.00,0.00,0.00,38.31
16时18分11秒,all,39.89,0.00,7.35,11.66,0.00,0.35,0.00,0.00,40.75
16时18分11秒,0,22.31,0.00,17.77,47.31,0.00,1.24,0.00,0.00,11.36
16时18分11秒,1,50.91,0.00,0.60,0.00,0.00,0.00,0.00,0.00,48.49
16时18分11秒,2,30.77,0.00,6.07,0.20,0.00,0.00,0.00,0.00,62.96
16时18分11秒,3,54.93,0.00,5.23,0.20,0.00,0.00,0.00,0.00,39.64
16时18分16秒,all,41.14,0.00,5.84,0.36,0.00,0.36,0.00,0.00,52.31
16时18分16秒,0,21.86,0.00,12.37,0.00,0.00,1.65,0.00,0.00,64.12
16时18分16秒,1,50.20,0.00,1.00,0.00,0.00,0.00,0.00,0.00,48.80
16时18分16秒,2,37.07,0.00,5.50,1.43,0.00,0.20,0.00,0.00,55.80
16时18分16秒,3,54.93,0.00,4.63,0.00,0.00,0.00,0.00,0.00,40.44
16时18分21秒,all,37.72,0.00,6.48,1.22,0.00,0.35,0.00,0.00,54.23
16时18分21秒,0,20.33,0.00,13.96,0.00,0.00,1.23,0.00,0.00,64.48
16时18分21秒,1,43.89,0.00,1.00,0.00,0.00,0.00,0.00,0.00,55.11
16时18分21秒,2,33.81,0.00,6.07,4.86,0.00,0.00,0.00,0.00,55.26
16时18分21秒,3,52.52,0.00,5.23,0.00,0.00,0.00,0.00,0.00,42.25
16时18分26秒,all,43.75,0.00,5.95,0.05,0.00,0.25,0.00,0.00,50.00
16时18分26秒,0,21.74,0.00,13.66,0.00,0.00,1.24,0.00,0.00,63.35
16时18分26秒,1,63.78,0.00,1.01,0.00,0.00,0.00,0.00,0.00,35.21
16时18分26秒,2,32.32,0.00,5.49,0.20,0.00,0.00,0.00,0.00,61.99
16时18分26秒,3,56.16,0.00,3.84,0.00,0.00,0.00,0.00,0.00,40.00
16时18分31秒,all,39.42,0.00,5.70,0.05,0.00,0.31,0.00,0.00,54.53
16时18分31秒,0,21.50,0.00,12.73,0.00,0.00,1.04,0.00,0.00,64.72
16时18分31秒,1,47.18,0.00,0.60,0.00,0.00,0.00,0.00,0.00,52.22
16时18分31秒,2,33.33,0.00,6.30,0.20,0.00,0.00,0.00,0.00,60.16
16时18分31秒,3,55.02,0.00,3.41,0.00,0.00,0.00,0.00,0.00,41.57
16时18分36秒,all,38.72,0.00,6.30,0.05,0.00,0.36,0.00,0.00,54.57
16时18分36秒,0,21.69,0.00,14.26,0.00,0.00,1.45,0.00,0.00,62.60
16时18分36秒,1,43.37,0.00,1.00,0.00,0.00,0.00,0.00,0.00,55.62
16时18分36秒,2,32.52,0.00,5.73,0.20,0.00,0.00,0.00,0.00,61.55
16时18分36秒,3,56.85,0.00,4.23,0.00,0.00,0.00,0.00,0.00,38.91
16时18分41秒,all,37.76,0.00,5.80,0.05,0.00,0.25,0.00,0.00,56.13
16时18分41秒,0,19.42,0.00,12.73,0.21,0.00,1.04,0.00,0.00,66.60
16时18分41秒,1,40.85,0.00,0.40,0.00,0.00,0.00,0.00,0.00,58.75
16时18分41秒,2,32.11,0.00,5.89,0.00,0.00,0.00,0.00,0.00,61.99
16时18分41秒,3,58.15,0.00,4.23,0.00,0.00,0.00,0.00,0.00,37.63
16时18分46秒,all,39.31,0.00,5.60,0.00,0.00,0.36,0.00,0.00,54.74
16时18分46秒,0,20.75,0.00,11.53,0.00,0.00,1.47,0.00,0.00,66.25
16时18分46秒,1,44.89,0.00,0.80,0.00,0.00,0.00,0.00,0.00,54.31
16时18分46秒,2,33.40,0.00,5.70,0.00,0.00,0.00,0.00,0.00,60.90
16时18分46秒,3,57.14,0.00,5.03,0.00,0.00,0.00,0.00,0.00,37.83
16时18分51秒,all,39.41,0.00,6.31,0.00,0.00,0.31,0.00,0.00,53.97
16时18分51秒,0,22.96,0.00,13.78,0.00,0.00,1.25,0.00,0.00,62.00
16时18分51秒,1,46.98,0.00,0.60,0.00,0.00,0.00,0.00,0.00,52.42
16时18分51秒,2,37.20,0.00,7.32,0.00,0.00,0.00,0.00,0.00,55.49
16时18分51秒,3,50.00,0.00,3.82,0.00,0.00,0.00,0.00,0.00,46.18
16时18分56秒,all,37.16,0.00,5.86,0.00,0.00,0.31,0.00,0.00,56.68
16时18分56秒,0,19.00,0.00,12.11,0.00,0.00,1.46,0.00,0.00,67.43
16时18分56秒,1,47.48,0.00,0.40,0.00,0.00,0.00,0.00,0.00,52.11
16时18分56秒,2,31.70,0.00,5.93,0.00,0.00,0.00,0.00,0.00,62.37
16时18分56秒,3,49.70,0.00,5.03,0.00,0.00,0.00,0.00,0.00,45.27
16时19分01秒,all,36.72,0.00,6.27,3.16,0.00,0.36,0.00,0.00,53.49
16时19分01秒,0,21.38,0.00,15.09,13.00,0.00,1.26,0.00,0.00,49.27
16时19分01秒,1,43.29,0.00,0.80,0.00,0.00,0.00,0.00,0.00,55.91
16时19分01秒,2,33.13,0.00,5.52,0.00,0.00,0.00,0.00,0.00,61.35
16时19分01秒,3,48.29,0.00,4.43,0.00,0.00,0.00,0.00,0.00,47.28
16时19分06秒,all,37.23,0.00,8.24,13.94,0.00,0.25,0.00,0.00,40.34
16时19分06秒,0,22.61,0.00,19.50,56.64,0.00,1.04,0.00,0.00,0.21
16时19分06秒,1,43.46,0.00,0.60,0.00,0.00,0.00,0.00,0.00,55.94
16时19分06秒,2,32.31,0.00,7.77,0.00,0.00,0.00,0.00,0.00,59.92
16时19分06秒,3,50.10,0.00,5.23,0.00,0.00,0.00,0.00,0.00,44.67
16时19分11秒,all,36.44,0.00,6.82,5.34,0.00,0.31,0.00,0.00,51.09
16时19分11秒,0,22.96,0.00,15.45,21.92,0.00,1.25,0.00,0.00,38.41
16时19分11秒,1,41.85,0.00,0.60,0.00,0.00,0.00,0.00,0.00,57.55
16时19分11秒,2,31.57,0.00,6.11,0.00,0.00,0.00,0.00,0.00,62.32
16时19分11秒,3,48.89,0.00,5.43,0.00,0.00,0.00,0.00,0.00,45.67
16时19分16秒,all,35.27,0.00,6.07,1.07,0.00,0.36,0.00,0.00,57.24
16时19分16秒,0,21.59,0.00,14.47,0.00,0.00,1.47,0.00,0.00,62.47
16时19分16秒,1,41.20,0.00,1.00,0.00,0.00,0.00,0.00,0.00,57.80
16时19分16秒,2,30.55,0.00,4.68,4.48,0.00,0.00,0.00,0.00,60.29
16时19分16秒,3,46.87,0.00,4.24,0.20,0.00,0.00,0.00,0.00,48.69
16时19分21秒,all,34.47,0.00,5.80,0.05,0.00,0.25,0.00,0.00,59.42
16时19分21秒,0,20.55,0.00,13.21,0.00,0.00,1.05,0.00,0.00,65.20
16时19分21秒,1,40.88,0.00,0.80,0.00,0.00,0.00,0.00,0.00,58.32
16时19分21秒,2,30.69,0.00,4.27,0.20,0.00,0.00,0.00,0.00,64.84
16时19分21秒,3,45.36,0.00,5.04,0.00,0.00,0.00,0.00,0.00,49.60
16时19分26秒,all,33.08,0.00,5.71,0.05,0.00,0.25,0.00,0.00,60.91
16时19分26秒,0,18.45,0.00,12.37,0.00,0.00,1.05,0.00,0.00,68.13
16时19分26秒,1,40.28,0.00,1.20,0.00,0.00,0.00,0.00,0.00,58.52
16时19分26秒,2,29.94,0.00,5.30,0.00,0.00,0.00,0.00,0.00,64.77
16时19分26秒,3,42.91,0.00,4.45,0.00,0.00,0.00,0.00,0.00,52.63
16时19分31秒,all,34.08,0.00,5.55,0.00,0.00,0.31,0.00,0.00,60.06
16时19分31秒,0,21.29,0.00,12.53,0.00,0.00,1.25,0.00,0.00,64.93
16时19分31秒,1,40.93,0.00,0.81,0.00,0.00,0.00,0.00,0.00,58.27
16时19分31秒,2,28.95,0.00,5.06,0.20,0.00,0.00,0.00,0.00,65.79
16时19分31秒,3,44.85,0.00,4.04,0.00,0.00,0.00,0.00,0.00,51.11
16时19分36秒,all,34.69,0.00,5.71,0.05,0.00,0.20,0.00,0.00,59.35
16时19分36秒,0,20.71,0.00,13.18,0.00,0.00,0.84,0.00,0.00,65.27
16时19分36秒,1,39.56,0.00,0.60,0.00,0.00,0.00,0.00,0.00,59.84
16时19分36秒,2,30.69,0.00,5.49,0.20,0.00,0.00,0.00,0.00,63.62
16时19分36秒,3,46.98,0.00,4.03,0.00,0.00,0.00,0.00,0.00,48.99
16时19分41秒,all,34.82,0.00,5.94,0.05,0.00,0.36,0.00,0.00,58.83
16时19分41秒,0,19.71,0.00,13.90,0.00,0.00,1.45,0.00,0.00,64.94
16时19分41秒,1,39.56,0.00,0.60,0.00,0.00,0.00,0.00,0.00,59.84
16时19分41秒,2,32.99,0.00,4.48,0.00,0.00,0.00,0.00,0.00,62.53
16时19分41秒,3,46.89,0.00,4.81,0.00,0.00,0.00,0.00,0.00,48.30
16时19分46秒,all,34.79,0.00,5.95,0.00,0.00,0.31,0.00,0.00,58.95
16时19分46秒,0,19.58,0.00,12.71,0.00,0.00,1.25,0.00,0.00,66.46
16时19分46秒,1,41.48,0.00,1.00,0.00,0.00,0.00,0.00,0.00,57.52
16时19分46秒,2,32.24,0.00,6.53,0.00,0.00,0.00,0.00,0.00,61.22
16时19分46秒,3,45.16,0.00,4.03,0.00,0.00,0.00,0.00,0.00,50.81
16时19分51秒,all,34.42,0.00,6.05,0.05,0.00,0.31,0.00,0.00,59.18
16时19分51秒,0,22.25,0.00,14.76,0.00,0.00,1.04,0.00,0.00,61.95
16时19分51秒,1,38.35,0.00,0.80,0.00,0.00,0.00,0.00,0.00,60.84
16时19分51秒,2,31.16,0.00,5.09,0.41,0.00,0.00,0.00,0.00,63.34
16时19分51秒,3,45.47,0.00,3.82,0.00,0.00,0.00,0.00,0.00,50.70
16时19分56秒,all,34.60,0.00,5.84,0.05,0.00,0.25,0.00,0.00,59.25
16时19分56秒,0,22.15,0.00,13.04,0.00,0.00,1.04,0.00,0.00,63.77
16时19分56秒,1,38.55,0.00,1.00,0.00,0.00,0.00,0.00,0.00,60.44
16时19分56秒,2,31.84,0.00,5.10,0.20,0.00,0.00,0.00,0.00,62.86
16时19分56秒,3,45.38,0.00,4.42,0.00,0.00,0.00,0.00,0.00,50.20
16时20分01秒,all,38.40,0.00,6.46,3.36,0.00,0.31,0.00,0.00,51.48
16时20分01秒,0,21.25,0.00,14.79,13.54,0.00,1.46,0.00,0.00,48.96
16时20分01秒,1,44.49,0.00,1.20,0.00,0.00,0.00,0.00,0.00,54.31
16时20分01秒,2,38.57,0.00,5.92,0.00,0.00,0.00,0.00,0.00,55.51
16时20分01秒,3,48.79,0.00,4.23,0.00,0.00,0.00,0.00,0.00,46.98
16时20分06秒,all,38.74,0.00,8.95,13.62,0.00,0.36,0.00,0.00,38.33
16时20分06秒,0,22.41,0.00,20.75,55.39,0.00,1.45,0.00,0.00,0.00
16时20分06秒,1,44.98,0.00,1.20,0.00,0.00,0.00,0.00,0.00,53.82
16时20分06秒,2,32.65,0.00,8.16,0.20,0.00,0.00,0.00,0.00,58.98
16时20分06秒,3,54.23,0.00,5.85,0.00,0.00,0.00,0.00,0.00,39.92
16时20分11秒,all,38.67,0.00,6.73,5.41,0.00,0.36,0.00,0.00,48.83
16时20分11秒,0,20.46,0.00,15.03,22.34,0.00,1.25,0.00,0.00,40.92
16时20分11秒,1,38.23,0.00,1.21,0.00,0.00,0.00,0.00,0.00,60.56
16时20分11秒,2,36.94,0.00,6.33,0.00,0.00,0.00,0.00,0.00,56.73
16时20分11秒,3,58.43,0.00,4.82,0.00,0.00,0.00,0.00,0.00,36.75
16时20分16秒,all,34.08,0.00,5.86,0.10,0.00,0.31,0.00,0.00,59.65
16时20分16秒,0,19.54,0.00,12.18,0.00,0.00,1.26,0.00,0.00,67.02
16时20分16秒,1,35.08,0.00,0.60,0.00,0.00,0.00,0.00,0.00,64.31
